,datadate,tic,prccd,prcod,prchd,prcld,cshtrd,
6738,20211213,EURCHF,1.041205,1.042895,1.04326,1.04025,73231,
6739,20211214,EURCHF,1.0401,1.041205,1.04213,1.038975,83345,
6740,20211215,EURCHF,1.043425,1.0401,1.044275,1.039565,124144,
6741,20211216,EURCHF,1.041475,1.043425,1.04669,1.041005,130311,
6742,20211217,EURCHF,1.038605,1.041475,1.04215,1.0385,95811,
6744,20211220,EURCHF,1.038675,1.039555,1.04139,1.038065,96064,
6745,20211221,EURCHF,1.0417,1.038675,1.042835,1.03813,87683,
6746,20211222,EURCHF,1.04185,1.0417,1.04348,1.04115,80155,
6747,20211223,EURCHF,1.0399,1.04185,1.04329,1.03899,72589,
6748,20211224,EURCHF,1.04,1.0399,1.041335,1.03891,226489,
6749,20211227,EURCHF,1.03895,1.04,1.041325,1.03869,55190,
6750,20211228,EURCHF,1.037775,1.03895,1.039965,1.03694,53007,
6751,20211229,EURCHF,1.037505,1.037775,1.03853,1.03627,76318,
6752,20211230,EURCHF,1.034875,1.037505,1.038455,1.033925,74098,
6753,20211231,EURCHF,1.037835,1.034875,1.037965,1.032655,75641,
6755,20220103,EURCHF,1.038375,1.036955,1.039225,1.034945,82703,
6756,20220104,EURCHF,1.034375,1.038375,1.03887,1.0335,91394,
6757,20220105,EURCHF,1.0374,1.034375,1.03904,1.033275,81802,
6758,20220106,EURCHF,1.03974,1.0374,1.04123,1.037035,100171,
6759,20220107,EURCHF,1.04355,1.03974,1.045125,1.04007,83683,
6761,20220110,EURCHF,1.049385,1.043495,1.05046,1.04241,94271,
6762,20220111,EURCHF,1.049845,1.049385,1.051175,1.048875,91642,
6763,20220112,EURCHF,1.045435,1.049845,1.05063,1.04378,99264,
6764,20220113,EURCHF,1.0434,1.045435,1.04877,1.042515,98226,
6765,20220114,EURCHF,1.04329,1.0434,1.04493,1.04189,98221,
6767,20220117,EURCHF,1.043,1.043155,1.04454,1.041955,64285,
6768,20220118,EURCHF,1.039475,1.043,1.043985,1.03808,102315,
6769,20220119,EURCHF,1.03949,1.039475,1.040375,1.03751,103540,
6770,20220120,EURCHF,1.03792,1.03949,1.039925,1.03724,84405,
6771,20220121,EURCHF,1.034605,1.03792,1.03821,1.03344,93798,
6773,20220125,EURCHF,1.0381,1.03434,1.038565,1.034265,85685,
6774,20220126,EURCHF,1.038575,1.0381,1.03994,1.03645,94155,
6775,20220127,EURCHF,1.038135,1.038575,1.039815,1.036805,241790,
6776,20220128,EURCHF,1.038,1.038135,1.039145,1.03591,101493,
6778,20220131,EURCHF,1.04115,1.03834,1.044145,1.03733,109697,
6779,20220201,EURCHF,1.0379,1.041795,1.04215,1.036335,100598,
6780,20220202,EURCHF,1.038725,1.038535,1.040675,1.03758,91958,
6781,20220203,EURCHF,1.052275,1.038645,1.054245,1.03792,141544,
6782,20220204,EURCHF,1.059915,1.0523,1.06024,1.051775,129323,
6784,20220207,EURCHF,1.05675,1.06039,1.06105,1.055065,104949,
6785,20220208,EURCHF,1.056,1.057025,1.05761,1.05293,91545,
6786,20220209,EURCHF,1.0557,1.05588,1.057025,1.054325,76997,
6787,20220210,EURCHF,1.05707,1.05565,1.06118,1.054935,136706,
6788,20220211,EURCHF,1.05,1.057055,1.05787,1.048125,133852,
6790,20220214,EURCHF,1.045185,1.049015,1.05142,1.043765,152645,
6791,20220215,EURCHF,1.051275,1.04518,1.053055,1.044465,124239,
6792,20220216,EURCHF,1.049025,1.05129,1.05497,1.048165,129569,
6793,20220217,EURCHF,1.045575,1.0491,1.049825,1.044665,167377,
6794,20220218,EURCHF,1.04325,1.0459,1.048275,1.042505,133894,
6796,20220221,EURCHF,1.036295,1.043145,1.046665,1.03553,111159,
6797,20220222,EURCHF,1.04405,1.03613,1.04615,1.033825,187028,
6798,20220223,EURCHF,1.03831,1.04357,1.04602,1.03736,104644,
6799,20220224,EURCHF,1.03583,1.03808,1.038595,1.02791,333316,
6800,20220225,EURCHF,1.04332,1.03654,1.04481,1.033175,207283,
6802,20220228,EURCHF,1.0291,1.03141,1.038045,1.0276,263424,
6803,20220301,EURCHF,1.02254,1.02861,1.030115,1.01993,223226,
6804,20220302,EURCHF,1.022995,1.022265,1.02637,1.015945,242994,
6805,20220303,EURCHF,1.0161,1.023165,1.0242,1.015025,174614,
6806,20220304,EURCHF,1.002525,1.01529,1.0162,1.001675,247738,
6808,20220307,EURCHF,1.005185,1.00212,1.009825,0.99723,313397,
6809,20220308,EURCHF,1.013315,1.004735,1.017755,1.00429,286703,
6810,20220309,EURCHF,1.02536,1.013135,1.02715,1.01204,207761,
6811,20220310,EURCHF,1.021565,1.025725,1.030275,1.020585,272436,
6812,20220311,EURCHF,1.020145,1.021595,1.02791,1.01865,199801,
6813,20220314,EURCHF,1.027775,1.020465,1.028855,1.019255,188055,
6814,20220315,EURCHF,1.0307,1.02689,1.03387,1.02572,211577,
6815,20220316,EURCHF,1.037735,1.03111,1.038615,1.030275,230507,
6816,20220317,EURCHF,1.039305,1.037955,1.04022,1.03647,88160,
6817,20220318,EURCHF,1.02965,1.03945,1.040225,1.02929,161036,
6818,20220321,EURCHF,1.0284,1.03245,1.0329,1.026445,147081,
6819,20220322,EURCHF,1.028925,1.0284,1.030085,1.026435,153799,
6820,20220323,EURCHF,1.02392,1.02899,1.031545,1.023205,138788,
6821,20220324,EURCHF,1.02308,1.023625,1.026905,1.02137,159405,
6822,20220325,EURCHF,1.022155,1.02291,1.02388,1.01946,156278,
6823,20220328,EURCHF,1.0263,1.02249,1.030175,1.021715,197843,
6824,20220329,EURCHF,1.031855,1.02619,1.038525,1.02513,256510,
6825,20220330,EURCHF,1.031025,1.031905,1.03321,1.028995,243128,
6826,20220331,EURCHF,1.021325,1.031075,1.03255,1.02074,202313,
6827,20220401,EURCHF,1.022625,1.02118,1.024455,1.01987,188197,
6829,20220404,EURCHF,1.016385,1.022225,1.024075,1.015335,118333,
6830,20220405,EURCHF,1.0135,1.01639,1.01731,1.01309,120566,
6831,20220406,EURCHF,1.01645,1.01359,1.020485,1.013275,161216,
6832,20220407,EURCHF,1.0155,1.016075,1.01982,1.014555,155138,
6833,20220408,EURCHF,1.0161,1.01565,1.017945,1.0139,128060,
6835,20220411,EURCHF,1.01348,1.018,1.02058,1.012215,125884,
6836,20220412,EURCHF,1.01005,1.013265,1.01556,1.008915,170133,
6837,20220413,EURCHF,1.017155,1.01027,1.01855,1.00881,136621,
6838,20220414,EURCHF,1.020795,1.01719,1.021615,1.01395,189344,
6839,20220415,EURCHF,1.01928,1.020545,1.0215,1.01723,275091,
6841,20220418,EURCHF,1.01842,1.018395,1.02031,1.017395,92842,
6842,20220419,EURCHF,1.026955,1.01812,1.02804,1.01739,142163,
6843,20220420,EURCHF,1.02885,1.027085,1.03041,1.02479,146409,
6844,20220421,EURCHF,1.03292,1.02916,1.03712,1.02848,162093,
6845,20220422,EURCHF,1.033275,1.033255,1.035195,1.030785,141420,
6847,20220425,EURCHF,1.0279,1.03477,1.035245,1.024455,244902,
6848,20220426,EURCHF,1.023825,1.027895,1.029075,1.02116,189862,
6849,20220427,EURCHF,1.02299,1.023835,1.025935,1.020555,205799,
6850,20220428,EURCHF,1.02113,1.023045,1.02424,1.018845,234119,
6851,20220429,EURCHF,1.026625,1.02088,1.027235,1.019335,192309,
6852,20220502,EURCHF,1.02739,1.02568,1.029195,1.0228,171335,
6853,20220503,EURCHF,1.02976,1.02727,1.031515,1.02547,175065,
6854,20220504,EURCHF,1.0332,1.02968,1.03772,1.02836,153214,
6855,20220505,EURCHF,1.03882,1.03302,1.039625,1.031745,245406,
6856,20220506,EURCHF,1.042375,1.03875,1.04507,1.033295,258098,
6857,20220509,EURCHF,1.049375,1.042,1.049755,1.04109,211654,
6858,20220510,EURCHF,1.04816,1.04907,1.051565,1.045685,208175,
6859,20220511,EURCHF,1.045095,1.04838,1.049555,1.043045,190636,
6860,20220512,EURCHF,1.041465,1.04502,1.04769,1.0362,205031,
6861,20220513,EURCHF,1.04245,1.04147,1.043995,1.03803,166076,
6862,20220516,EURCHF,1.045365,1.04246,1.04897,1.04131,182869,
6863,20220517,EURCHF,1.048165,1.04551,1.04856,1.043085,184486,
6864,20220518,EURCHF,1.03396,1.048165,1.04952,1.033085,153729,
6865,20220519,EURCHF,1.029745,1.033965,1.03605,1.022945,191895,
6866,20220520,EURCHF,1.02935,1.03008,1.03074,1.02556,184579,
6867,20220523,EURCHF,1.032255,1.029075,1.03356,1.026175,189094,
6868,20220524,EURCHF,1.031545,1.031965,1.03511,1.028665,197606,
6869,20220525,EURCHF,1.027295,1.03141,1.0322,1.023925,183401,
6870,20220526,EURCHF,1.02868,1.02742,1.031,1.024845,172695,
6871,20220527,EURCHF,1.027625,1.02974,1.03187,1.023335,147798,
6872,20220530,EURCHF,1.031945,1.027175,1.033675,1.02682,117436,
6873,20220531,EURCHF,1.02951,1.031385,1.03363,1.025555,206106,
6874,20220601,EURCHF,1.025315,1.02964,1.03186,1.024445,177250,
6875,20220602,EURCHF,1.02945,1.025135,1.030385,1.021885,150292,
6876,20220603,EURCHF,1.0321,1.029205,1.0329,1.02793,141569,
6878,20220606,EURCHF,1.038575,1.031525,1.03943,1.030635,132864,
6879,20220607,EURCHF,1.040945,1.038685,1.043715,1.037245,196530,
6880,20220608,EURCHF,1.048795,1.040925,1.04947,1.04018,196188,
6881,20220609,EURCHF,1.040565,1.04786,1.051445,1.03736,254686,
6882,20220610,EURCHF,1.03854,1.04067,1.041995,1.037595,228045,
6883,20220613,EURCHF,1.038845,1.03944,1.040965,1.03626,279037,
6884,20220614,EURCHF,1.04339,1.038825,1.045255,1.034055,311729,
6885,20220615,EURCHF,1.038405,1.04341,1.047885,1.03787,406479,
6886,20220616,EURCHF,1.01981,1.038285,1.041695,1.013055,406066,
6887,20220617,EURCHF,1.01825,1.020085,1.022095,1.00983,327167,
6889,20220620,EURCHF,1.01701,1.0175,1.019445,1.0136,222166,
6890,20220621,EURCHF,1.01737,1.017,1.021635,1.01646,231257,
6891,20220622,EURCHF,1.01631,1.01739,1.018875,1.013235,248486,
6892,20220623,EURCHF,1.011045,1.015785,1.01691,1.006895,293568,
6893,20220624,EURCHF,1.011275,1.01094,1.013935,1.00503,247029,
6894,20220627,EURCHF,1.01238,1.010795,1.01582,1.010135,222438,
6895,20220628,EURCHF,1.007275,1.012305,1.01315,1.00558,253845,
6896,20220629,EURCHF,0.9977,1.00689,1.00771,0.996565,286054,
6897,20220630,EURCHF,1.001175,0.997275,1.00139,0.99446,276764,
6898,20220701,EURCHF,1.000345,1.00122,1.004275,0.997805,280578,
6899,20180102,AUDUSD,0.78299,0.78053,0.784475,0.77946,85073,
6900,20180103,AUDUSD,0.78355,0.78299,0.784495,0.78053,109900,
6901,20180104,AUDUSD,0.786355,0.78355,0.78666,0.781445,109946,
6902,20180105,AUDUSD,0.78627,0.786355,0.78748,0.78349,113621,
6903,20180107,AUDUSD,0.786535,0.78627,0.78707,0.7856,382,
6904,20180108,AUDUSD,0.784125,0.786535,0.787265,0.782705,81298,
6905,20180109,AUDUSD,0.782375,0.784125,0.786465,0.780745,114477,
6906,20180110,AUDUSD,0.78424,0.782375,0.78673,0.78083,164857,
6907,20180111,AUDUSD,0.78917,0.78424,0.789455,0.783795,152807,
6908,20180112,AUDUSD,0.79164,0.78917,0.79246,0.7848,167349,
6909,20180114,AUDUSD,0.79038,0.79164,0.791055,0.79006,250,
6910,20180115,AUDUSD,0.796535,0.79038,0.79789,0.790385,137260,
6911,20180116,AUDUSD,0.796115,0.796535,0.79749,0.79368,141898,
6912,20180117,AUDUSD,0.796985,0.796115,0.80229,0.79404,193494,
6913,20180118,AUDUSD,0.80008,0.796985,0.800715,0.79417,171189,
6914,20180119,AUDUSD,0.798665,0.80008,0.80387,0.798365,161478,
6915,20180121,AUDUSD,0.80011,0.798665,0.80028,0.798665,262,
6916,20180122,AUDUSD,0.801695,0.80011,0.80271,0.797885,109930,
6917,20180123,AUDUSD,0.799985,0.801695,0.802975,0.795645,153215,
6918,20180124,AUDUSD,0.80623,0.799985,0.808295,0.79933,181201,
6919,20180125,AUDUSD,0.802555,0.80623,0.81188,0.80115,317428,
6920,20180126,AUDUSD,0.811135,0.802555,0.813585,0.800485,243567,
6922,20180129,AUDUSD,0.809455,0.81027,0.811825,0.80741,180626,
6923,20180130,AUDUSD,0.80818,0.809455,0.81136,0.80425,183133,
6924,20180131,AUDUSD,0.805545,0.80818,0.81169,0.8035,237178,
6925,20180201,AUDUSD,0.803975,0.805545,0.80674,0.79875,212503,
6926,20180202,AUDUSD,0.792305,0.803975,0.804435,0.79179,251905,
6927,20180204,AUDUSD,0.79129,0.792305,0.79152,0.790405,603,
6928,20180205,AUDUSD,0.787865,0.79129,0.7954,0.787525,274525,
6929,20180206,AUDUSD,0.790625,0.787865,0.79103,0.783555,355045,
6930,20180207,AUDUSD,0.78225,0.790625,0.790915,0.781675,201464,
6931,20180208,AUDUSD,0.77804,0.78225,0.784345,0.77759,289632,
6932,20180209,AUDUSD,0.781325,0.77804,0.783035,0.7759,304521,
6934,20180212,AUDUSD,0.7861,0.78155,0.786445,0.78092,163029,
6935,20180213,AUDUSD,0.785945,0.7861,0.78768,0.782795,164228,
6936,20180214,AUDUSD,0.792615,0.785945,0.79346,0.777315,270977,
6937,20180215,AUDUSD,0.794445,0.792615,0.79666,0.7892,225887,
6938,20180216,AUDUSD,0.791015,0.794445,0.79886,0.789265,206904,
6939,20180218,AUDUSD,0.790745,0.791015,0.791895,0.78999,213,
6940,20180219,AUDUSD,0.79134,0.790745,0.793545,0.789815,102471,
6941,20180220,AUDUSD,0.788315,0.79134,0.793375,0.787405,193604,
6942,20180221,AUDUSD,0.78042,0.788315,0.79026,0.780325,226543,
6943,20180222,AUDUSD,0.78455,0.78042,0.785985,0.779035,187689,
6944,20180223,AUDUSD,0.78394,0.78455,0.78478,0.78042,153331,
6946,20180226,AUDUSD,0.785495,0.784565,0.7893,0.78257,146501,
6947,20180227,AUDUSD,0.77887,0.785495,0.78685,0.778335,209286,
6948,20180228,AUDUSD,0.77615,0.77887,0.781915,0.776055,181951,
6949,20180301,AUDUSD,0.77551,0.77615,0.776975,0.77125,244034,
6950,20180302,AUDUSD,0.77633,0.77551,0.777375,0.77376,199889,
6952,20180305,AUDUSD,0.77646,0.776035,0.77703,0.772575,156686,
6953,20180306,AUDUSD,0.78288,0.77646,0.78425,0.775645,182726,
6954,20180307,AUDUSD,0.782515,0.78288,0.783015,0.777195,197003,
6955,20180308,AUDUSD,0.77881,0.782515,0.78388,0.777285,178919,
6956,20180309,AUDUSD,0.784875,0.77881,0.7854,0.777635,159328,
6958,20180312,AUDUSD,0.787255,0.78475,0.787985,0.784605,103145,
6959,20180313,AUDUSD,0.786,0.787255,0.78977,0.784605,161958,
6960,20180314,AUDUSD,0.78768,0.786,0.791645,0.78515,156487,
6961,20180315,AUDUSD,0.779785,0.78768,0.78854,0.77945,134994,
6962,20180316,AUDUSD,0.771105,0.779785,0.78042,0.77092,129417,
6963,20180318,AUDUSD,0.77195,0.771105,0.772245,0.771105,366,
6964,20180319,AUDUSD,0.771785,0.77195,0.7726,0.76867,147131,
6965,20180320,AUDUSD,0.768295,0.771785,0.772105,0.76786,136043,
6966,20180321,AUDUSD,0.77654,0.768295,0.77799,0.76723,196351,
6967,20180322,AUDUSD,0.769325,0.77654,0.778555,0.768715,211756,
6968,20180323,AUDUSD,0.769835,0.769325,0.77439,0.76869,211272,
6969,20180325,AUDUSD,0.770415,0.769835,0.7708,0.769835,345,
6970,20180326,AUDUSD,0.774725,0.770415,0.77505,0.769555,138856,
6971,20180327,AUDUSD,0.767875,0.774725,0.775775,0.767535,157373,
6972,20180328,AUDUSD,0.766165,0.767875,0.77025,0.765345,167361,
6973,20180329,AUDUSD,0.76778,0.766165,0.768955,0.76429,119515,
6974,20180330,AUDUSD,0.76803,0.76778,0.77069,0.767255,197691,
6976,20180402,AUDUSD,0.766275,0.769235,0.76965,0.764975,85320,
6977,20180403,AUDUSD,0.768435,0.766275,0.77069,0.765205,122647,
6978,20180404,AUDUSD,0.77165,0.768435,0.77215,0.76628,137036,
6979,20180405,AUDUSD,0.76837,0.77165,0.77265,0.767405,116894,
6980,20180406,AUDUSD,0.76744,0.76837,0.76996,0.76577,158874,
6981,20180408,AUDUSD,0.768075,0.76744,0.768145,0.76744,115,
6982,20180409,AUDUSD,0.769705,0.768075,0.771115,0.765215,116345,
6983,20180410,AUDUSD,0.77612,0.769705,0.7768,0.76937,145470,
6984,20180411,AUDUSD,0.775235,0.77612,0.7773,0.77396,134207,
6985,20180412,AUDUSD,0.775405,0.775235,0.77717,0.773805,121627,
6986,20180413,AUDUSD,0.776285,0.775405,0.780985,0.77518,111937,
6988,20180416,AUDUSD,0.778045,0.776925,0.77838,0.77521,90975,
6989,20180417,AUDUSD,0.776485,0.778045,0.779135,0.776015,101530,
6990,20180418,AUDUSD,0.77839,0.776485,0.779765,0.77443,107726,
6991,20180419,AUDUSD,0.773025,0.77839,0.781295,0.771915,137694,
6992,20180420,AUDUSD,0.7671,0.773025,0.773225,0.76553,124114,
6994,20180423,AUDUSD,0.760495,0.76695,0.76828,0.759965,119640,
6995,20180424,AUDUSD,0.760405,0.760495,0.762085,0.757805,159691,
6996,20180425,AUDUSD,0.75646,0.760405,0.76063,0.755205,142108,
6997,20180426,AUDUSD,0.75552,0.75646,0.758895,0.754695,183715,
6998,20180427,AUDUSD,0.75811,0.75552,0.7584,0.753195,153819,
7000,20180430,AUDUSD,0.752975,0.757745,0.758215,0.75253,138903,
7001,20180501,AUDUSD,0.749085,0.752975,0.754655,0.74726,146566,
7002,20180502,AUDUSD,0.749395,0.749085,0.75374,0.74755,220958,
7003,20180503,AUDUSD,0.753185,0.749395,0.754295,0.748555,215242,
7004,20180504,AUDUSD,0.753945,0.753185,0.756065,0.74922,173361,
7006,20180507,AUDUSD,0.75175,0.754225,0.75434,0.749315,128094,
7007,20180508,AUDUSD,0.74529,0.75175,0.752805,0.74337,193651,
7008,20180509,AUDUSD,0.74577,0.74529,0.747275,0.741235,165064,
7009,20180510,AUDUSD,0.7533,0.74577,0.75398,0.74505,216491,
7010,20180511,AUDUSD,0.75432,0.7533,0.756695,0.75226,161776,
7012,20180514,AUDUSD,0.75251,0.754365,0.756525,0.75232,130275,
7013,20180515,AUDUSD,0.747335,0.75251,0.753765,0.744775,192407,
7014,20180516,AUDUSD,0.75155,0.747335,0.75229,0.74472,187333,
7015,20180517,AUDUSD,0.75123,0.75155,0.75476,0.749775,166255,
7016,20180518,AUDUSD,0.750975,0.75123,0.752815,0.748835,143491,
7017,20180520,AUDUSD,0.752235,0.750975,0.75288,0.750975,433,
7018,20180521,AUDUSD,0.758035,0.752235,0.75865,0.750295,135157,
7019,20180522,AUDUSD,0.757535,0.758035,0.76055,0.756595,150570,
7020,20180523,AUDUSD,0.75602,0.757535,0.758265,0.752255,225734,
7021,20180524,AUDUSD,0.75749,0.75602,0.75828,0.75422,208773,
7022,20180525,AUDUSD,0.754745,0.75749,0.759015,0.754265,169410,
7024,20180528,AUDUSD,0.754505,0.75603,0.758115,0.753955,143672,
7025,20180529,AUDUSD,0.750525,0.754505,0.755275,0.74981,215980,
7026,20180530,AUDUSD,0.75772,0.750525,0.75839,0.74762,211060,
7027,20180531,AUDUSD,0.75679,0.75772,0.759315,0.75528,210194,
7028,20180601,AUDUSD,0.756775,0.75679,0.75735,0.751445,178566,
7029,20180603,AUDUSD,0.756125,0.756775,0.75704,0.755595,199,
7030,20180604,AUDUSD,0.764975,0.756125,0.766635,0.756125,158845,
7031,20180605,AUDUSD,0.76161,0.764975,0.765615,0.759475,170727,
7032,20180606,AUDUSD,0.766765,0.76161,0.767675,0.76134,163260,
7033,20180607,AUDUSD,0.76266,0.766765,0.7673,0.761255,160041,
7034,20180608,AUDUSD,0.759755,0.76266,0.76282,0.75606,155944,
7036,20180611,AUDUSD,0.761065,0.75917,0.76217,0.75907,94623,
7037,20180612,AUDUSD,0.757095,0.761065,0.76237,0.75657,139497,
7038,20180613,AUDUSD,0.757885,0.757095,0.760895,0.752945,164198,
7039,20180614,AUDUSD,0.747815,0.757885,0.758265,0.747495,183380,
7040,20180615,AUDUSD,0.74423,0.747815,0.748065,0.743915,164570,
7042,20180618,AUDUSD,0.74239,0.744345,0.74544,0.74135,103774,
7043,20180619,AUDUSD,0.73819,0.74239,0.74271,0.73472,195287,
7044,20180620,AUDUSD,0.73678,0.73819,0.740895,0.736675,161464,
7045,20180621,AUDUSD,0.737615,0.73678,0.73939,0.734555,231404,
7046,20180622,AUDUSD,0.74409,0.737615,0.744375,0.73734,177942,
7048,20180625,AUDUSD,0.7414,0.7441,0.74432,0.739625,173252,
7049,20180626,AUDUSD,0.73939,0.7414,0.742315,0.738,180612,
7050,20180627,AUDUSD,0.733955,0.73939,0.740715,0.732295,221269,
7051,20180628,AUDUSD,0.73515,0.733955,0.736225,0.732995,205899,
7052,20180629,AUDUSD,0.740495,0.73515,0.74095,0.73357,221629,
7054,20180702,AUDUSD,0.733795,0.741295,0.740695,0.731055,150058,
7055,20180703,AUDUSD,0.73857,0.733795,0.74044,0.731435,165080,
7056,20180704,AUDUSD,0.738265,0.73857,0.74245,0.737435,135938,
7057,20180705,AUDUSD,0.738645,0.738265,0.74083,0.73615,161356,
7058,20180706,AUDUSD,0.7429,0.738645,0.744415,0.737605,159274,
7060,20180709,AUDUSD,0.746585,0.74333,0.748375,0.742835,124723,
7061,20180710,AUDUSD,0.745995,0.746585,0.74838,0.74302,132598,
7062,20180711,AUDUSD,0.736675,0.745995,0.746155,0.736385,212172,
7063,20180712,AUDUSD,0.740865,0.736675,0.74196,0.73603,153962,
7064,20180713,AUDUSD,0.742345,0.740865,0.74241,0.73682,149178,
7066,20180716,AUDUSD,0.74209,0.74212,0.74425,0.74091,145913,
7067,20180717,AUDUSD,0.7389,0.74209,0.74383,0.737585,178088,
7068,20180718,AUDUSD,0.739765,0.7389,0.74076,0.73432,151575,
7069,20180719,AUDUSD,0.735595,0.739765,0.74421,0.73224,243326,
7070,20180720,AUDUSD,0.74182,0.735595,0.74312,0.731795,277256,
7071,20180722,AUDUSD,0.742595,0.74182,0.742945,0.74149,293,
7072,20180723,AUDUSD,0.73818,0.742595,0.74378,0.73717,176339,
7073,20180724,AUDUSD,0.741925,0.73818,0.743425,0.735955,184211,
7074,20180725,AUDUSD,0.74555,0.741925,0.746425,0.73921,213434,
7075,20180726,AUDUSD,0.737695,0.74555,0.74633,0.73722,195295,
7076,20180727,AUDUSD,0.740165,0.737695,0.74147,0.737,165733,
7078,20180730,AUDUSD,0.740725,0.74007,0.74133,0.738575,127763,
7079,20180731,AUDUSD,0.74269,0.740725,0.744095,0.74033,191030,
7080,20180801,AUDUSD,0.74041,0.74269,0.742945,0.738995,179599,
7081,20180802,AUDUSD,0.736045,0.74041,0.7412,0.735515,158042,
7082,20180803,AUDUSD,0.73996,0.736045,0.74116,0.734825,191662,
7084,20180806,AUDUSD,0.73868,0.739845,0.74055,0.737405,121528,
7085,20180807,AUDUSD,0.74204,0.73868,0.743965,0.738175,132377,
7086,20180808,AUDUSD,0.74309,0.74204,0.743955,0.73833,130811,
7087,20180809,AUDUSD,0.737325,0.74309,0.74532,0.737325,155152,
7088,20180810,AUDUSD,0.730175,0.737325,0.73805,0.72807,281028,
7089,20180812,AUDUSD,0.72781,0.730175,0.729015,0.724945,816,
7090,20180813,AUDUSD,0.72704,0.72781,0.729995,0.72566,242939,
7091,20180814,AUDUSD,0.724085,0.72704,0.72834,0.72241,203781,
7092,20180815,AUDUSD,0.723945,0.724085,0.72476,0.72025,235964,
7093,20180816,AUDUSD,0.726035,0.723945,0.72868,0.721435,246853,
7094,20180817,AUDUSD,0.73146,0.726035,0.73194,0.725285,197911,
7095,20180819,AUDUSD,0.731615,0.73146,0.73174,0.730445,197,
7096,20180820,AUDUSD,0.733855,0.731615,0.73439,0.729585,154137,
7097,20180821,AUDUSD,0.736775,0.733855,0.738185,0.73331,194064,
7098,20180822,AUDUSD,0.735035,0.736775,0.73712,0.73339,194872,
7099,20180823,AUDUSD,0.724775,0.735035,0.7357,0.72405,184539,
7100,20180824,AUDUSD,0.73267,0.724775,0.734475,0.72379,196343,
7101,20180826,AUDUSD,0.732835,0.73267,0.73288,0.732235,8,
7102,20180827,AUDUSD,0.735045,0.732835,0.73566,0.730745,146817,
7103,20180828,AUDUSD,0.73379,0.735045,0.736245,0.73212,170177,
7104,20180829,AUDUSD,0.73105,0.73379,0.734905,0.7275,212141,
7105,20180830,AUDUSD,0.72647,0.73105,0.73152,0.72494,206130,
7106,20180831,AUDUSD,0.719165,0.72647,0.72681,0.71759,246566,
7108,20180903,AUDUSD,0.7213,0.718575,0.72237,0.716575,136797,
7109,20180904,AUDUSD,0.717565,0.7213,0.72357,0.71575,207603,
7110,20180905,AUDUSD,0.719255,0.717565,0.72186,0.71445,228848,
7111,20180906,AUDUSD,0.7197,0.719255,0.721105,0.716615,212253,
7112,20180907,AUDUSD,0.71055,0.7197,0.72044,0.709855,255368,
7113,20180909,AUDUSD,0.71031,0.71055,0.71055,0.7097,118,
7114,20180910,AUDUSD,0.71145,0.71031,0.71318,0.70987,143945,
7115,20180911,AUDUSD,0.7119,0.71145,0.712895,0.708505,177460,
7116,20180912,AUDUSD,0.717045,0.7119,0.718245,0.70934,184599,
7117,20180913,AUDUSD,0.719225,0.717045,0.722945,0.71655,187126,
7118,20180914,AUDUSD,0.715315,0.719225,0.721625,0.715065,168692,
7120,20180917,AUDUSD,0.717765,0.715595,0.719655,0.71419,123614,
7121,20180918,AUDUSD,0.72196,0.717765,0.72236,0.71442,224479,
