,datadate,tic,prccd,prcod,prchd,prcld,cshtrd,
28438,20201210,GBPNZD,1.87327,1.90925,1.912025,1.871895,334608,
28439,20201211,GBPNZD,1.8664,1.87327,1.87662,1.85235,303553,
28441,20201214,GBPNZD,1.8815,1.8821,1.89027,1.87553,270419,
28442,20201215,GBPNZD,1.89895,1.8815,1.900375,1.8794,298948,
28443,20201216,GBPNZD,1.89944,1.89895,1.90934,1.89129,310752,
28444,20201217,GBPNZD,1.89975,1.89944,1.90489,1.89213,271614,
28445,20201218,GBPNZD,1.8949,1.89975,1.901715,1.888905,267678,
28446,20201220,GBPNZD,1.88415,1.8949,1.88654,1.882505,880,
28447,20201221,GBPNZD,1.896975,1.88415,1.899895,1.877925,427330,
28448,20201222,GBPNZD,1.89754,1.896975,1.907035,1.891515,343108,
28449,20201223,GBPNZD,1.90224,1.89754,1.910525,1.89315,352735,
28450,20201224,GBPNZD,1.902405,1.90224,1.915075,1.90101,221233,
28451,20201228,GBPNZD,1.89486,1.902405,1.908205,1.892145,257376,
28452,20201229,GBPNZD,1.88923,1.89486,1.89743,1.884015,272190,
28453,20201230,GBPNZD,1.8914,1.88923,1.892795,1.88368,280829,
28454,20201231,GBPNZD,1.90008,1.8914,1.901245,1.88446,265004,
28455,20210103,GBPNZD,1.8987,1.90008,1.90128,1.89794,209,
28456,20210104,GBPNZD,1.89105,1.8987,1.904355,1.88761,366594,
28457,20210105,GBPNZD,1.87901,1.89105,1.894135,1.87657,371641,
28458,20210106,GBPNZD,1.86605,1.87901,1.880485,1.86341,478168,
28459,20210107,GBPNZD,1.8692,1.86605,1.878825,1.8628,395489,
28460,20210108,GBPNZD,1.8747,1.8692,1.88027,1.86654,437591,
28461,20210111,GBPNZD,1.8875,1.8747,1.887845,1.873405,370344,
28462,20210112,GBPNZD,1.8932,1.8875,1.899505,1.88373,356216,
28463,20210113,GBPNZD,1.9001,1.8932,1.906275,1.889705,334630,
28464,20210114,GBPNZD,1.89593,1.9001,1.9019,1.89126,337653,
28465,20210115,GBPNZD,1.9054,1.89593,1.908035,1.89368,341888,
28466,20210117,GBPNZD,1.90471,1.9054,1.905375,1.903115,44,
28467,20210118,GBPNZD,1.91092,1.90471,1.911795,1.901985,251468,
28468,20210119,GBPNZD,1.91395,1.91092,1.91708,1.90545,290461,
28469,20210120,GBPNZD,1.9039,1.91395,1.92162,1.901675,307014,
28470,20210121,GBPNZD,1.9028,1.9039,1.90999,1.89768,314966,
28471,20210122,GBPNZD,1.905465,1.9028,1.907585,1.89979,290151,
28473,20210125,GBPNZD,1.89807,1.90623,1.90826,1.895345,329871,
28474,20210126,GBPNZD,1.898005,1.89807,1.902015,1.892225,298968,
28475,20210127,GBPNZD,1.91165,1.898005,1.914225,1.8963,450870,
28476,20210128,GBPNZD,1.9128,1.91165,1.91999,1.908855,445467,
28477,20210129,GBPNZD,1.907595,1.9128,1.916095,1.900295,493666,
28479,20210201,GBPNZD,1.90905,1.91535,1.915875,1.905205,401913,
28480,20210202,GBPNZD,1.900245,1.90905,1.91174,1.89906,343276,
28481,20210203,GBPNZD,1.8932,1.900245,1.90169,1.891225,333324,
28482,20210204,GBPNZD,1.91015,1.8932,1.911285,1.886165,354873,
28483,20210205,GBPNZD,1.90705,1.91015,1.917685,1.905375,310230,
28484,20210207,GBPNZD,1.9079,1.90705,1.90935,1.90613,277,
28485,20210208,GBPNZD,1.90205,1.9079,1.909745,1.900335,288603,
28486,20210209,GBPNZD,1.90807,1.90205,1.909405,1.899535,346027,
28487,20210210,GBPNZD,1.91738,1.90807,1.922705,1.907045,372676,
28488,20210211,GBPNZD,1.911735,1.91738,1.919715,1.90741,278258,
28489,20210212,GBPNZD,1.9195,1.911735,1.92453,1.90852,259367,
28491,20210215,GBPNZD,1.923835,1.922365,1.92656,1.917425,211264,
28492,20210216,GBPNZD,1.92802,1.923835,1.931715,1.91663,364857,
28493,20210217,GBPNZD,1.9271,1.92802,1.93466,1.92514,374496,
28494,20210218,GBPNZD,1.935265,1.9271,1.94184,1.92564,362112,
28495,20210219,GBPNZD,1.919415,1.935265,1.938075,1.916745,321193,
28496,20210221,GBPNZD,1.92278,1.919415,1.9233,1.9197,298,
28497,20210222,GBPNZD,1.918425,1.92278,1.92318,1.91468,352506,
28498,20210223,GBPNZD,1.923185,1.918425,1.92783,1.918125,371841,
28499,20210224,GBPNZD,1.901785,1.923185,1.93167,1.89627,479437,
28500,20210225,GBPNZD,1.901525,1.901785,1.90583,1.895715,549158,
28501,20210226,GBPNZD,1.925845,1.901525,1.928955,1.893745,705815,
28503,20210301,GBPNZD,1.916455,1.924995,1.932495,1.912625,419798,
28504,20210302,GBPNZD,1.914655,1.916455,1.925125,1.91069,438830,
28505,20210303,GBPNZD,1.925895,1.914655,1.92736,1.91132,449355,
28506,20210304,GBPNZD,1.93303,1.925895,1.93587,1.91809,522295,
28507,20210305,GBPNZD,1.931265,1.93303,1.942035,1.92893,546538,
28509,20210308,GBPNZD,1.940795,1.929985,1.946495,1.926425,420466,
28510,20210309,GBPNZD,1.9376,1.940795,1.945375,1.934135,420370,
28511,20210310,GBPNZD,1.93615,1.9376,1.94382,1.93323,392818,
28512,20210311,GBPNZD,1.93565,1.93615,1.941495,1.926515,389155,
28513,20210312,GBPNZD,1.939795,1.93565,1.942785,1.93416,401912,
28515,20210315,GBPNZD,1.93049,1.94075,1.941935,1.92814,349554,
28516,20210316,GBPNZD,1.933185,1.93049,1.934545,1.923375,281090,
28517,20210317,GBPNZD,1.92811,1.933185,1.94083,1.92058,316427,
28518,20210318,GBPNZD,1.943895,1.92811,1.94567,1.924495,405749,
28519,20210319,GBPNZD,1.93474,1.943895,1.946175,1.93197,321458,
28521,20210322,GBPNZD,1.9357,1.937635,1.938655,1.92603,216748,
28522,20210323,GBPNZD,1.96514,1.9357,1.96713,1.93354,268016,
28523,20210324,GBPNZD,1.96639,1.96514,1.96968,1.959645,229360,
28524,20210325,GBPNZD,1.976155,1.96639,1.97727,1.96072,247050,
28525,20210326,GBPNZD,1.970445,1.976155,1.977055,1.96844,208197,
28527,20210329,GBPNZD,1.966345,1.972265,1.982435,1.963135,227920,
28528,20210330,GBPNZD,1.968585,1.966345,1.970435,1.95899,208289,
28529,20210331,GBPNZD,1.97313,1.968585,1.974915,1.963765,232176,
28530,20210401,GBPNZD,1.97112,1.97313,1.98156,1.967,242071,
28531,20210402,GBPNZD,1.96658,1.97112,1.97267,1.962765,133721,
28533,20210405,GBPNZD,1.968605,1.967525,1.97132,1.965625,159142,
28534,20210406,GBPNZD,1.95853,1.968605,1.975235,1.95797,230675,
28535,20210407,GBPNZD,1.958825,1.95853,1.96665,1.95405,250215,
28536,20210408,GBPNZD,1.947005,1.958825,1.961505,1.944665,233064,
28537,20210409,GBPNZD,1.9482,1.947005,1.953215,1.944265,225212,
28539,20210412,GBPNZD,1.95497,1.94874,1.957095,1.94505,217295,
28540,20210413,GBPNZD,1.94982,1.95497,1.96049,1.94718,243720,
28541,20210414,GBPNZD,1.92941,1.94982,1.95231,1.92789,239958,
28542,20210415,GBPNZD,1.922465,1.92941,1.931205,1.92015,235100,
28543,20210416,GBPNZD,1.937295,1.922465,1.93881,1.91744,224579,
28544,20210418,GBPNZD,1.941445,1.937295,1.943065,1.934005,94,
28545,20210419,GBPNZD,1.948175,1.941445,1.950305,1.928475,259975,
28546,20210420,GBPNZD,1.94281,1.948175,1.95027,1.935425,232739,
28547,20210421,GBPNZD,1.93147,1.94281,1.94577,1.93021,219987,
28548,20210422,GBPNZD,1.93161,1.93147,1.939475,1.929265,241342,
28549,20210423,GBPNZD,1.92818,1.93161,1.9362,1.926675,205394,
28550,20210425,GBPNZD,1.928785,1.92818,1.931665,1.92841,28,
28551,20210426,GBPNZD,1.920925,1.928785,1.93196,1.91803,213654,
28552,20210427,GBPNZD,1.93007,1.920925,1.931295,1.91985,190780,
28553,20210428,GBPNZD,1.919415,1.93007,1.9322,1.918065,243126,
28554,20210429,GBPNZD,1.92524,1.919415,1.93203,1.917295,227523,
28555,20210430,GBPNZD,1.929595,1.92524,1.9313,1.920405,245269,
28556,20210502,GBPNZD,1.92384,1.929595,1.928155,1.922765,78,
28557,20210503,GBPNZD,1.93039,1.92384,1.93542,1.92353,194547,
28558,20210504,GBPNZD,1.94308,1.93039,1.948345,1.929645,254768,
28559,20210505,GBPNZD,1.927315,1.94308,1.944605,1.92606,168992,
28560,20210506,GBPNZD,1.91991,1.927315,1.93348,1.91877,232985,
28561,20210507,GBPNZD,1.92093,1.91991,1.93038,1.91767,251667,
28563,20210510,GBPNZD,1.94329,1.92131,1.944885,1.92102,241687,
28564,20210511,GBPNZD,1.943985,1.94329,1.948885,1.9398,230697,
28565,20210512,GBPNZD,1.96359,1.943985,1.96703,1.942755,296828,
28566,20210513,GBPNZD,1.956035,1.96359,1.966095,1.951985,250372,
28567,20210514,GBPNZD,1.94351,1.956035,1.959215,1.942565,212363,
28569,20210517,GBPNZD,1.96069,1.94847,1.963755,1.944265,217364,
28570,20210518,GBPNZD,1.96014,1.96069,1.963015,1.953225,206454,
28571,20210519,GBPNZD,1.96874,1.96014,1.97297,1.957545,298824,
28572,20210520,GBPNZD,1.969855,1.96874,1.972425,1.961535,224471,
28573,20210521,GBPNZD,1.974635,1.969855,1.97721,1.96723,238019,
28575,20210524,GBPNZD,1.96278,1.971845,1.975935,1.96044,244340,
28576,20210525,GBPNZD,1.95755,1.96278,1.96522,1.950985,264747,
28577,20210526,GBPNZD,1.939065,1.95755,1.95988,1.933815,283032,
28578,20210527,GBPNZD,1.94797,1.939065,1.94931,1.932965,270150,
28579,20210528,GBPNZD,1.9578,1.94797,1.96096,1.94633,310867,
28581,20210531,GBPNZD,1.95428,1.95383,1.960205,1.949135,187879,
28582,20210601,GBPNZD,1.949905,1.95428,1.95784,1.94896,287107,
28583,20210602,GBPNZD,1.957745,1.949905,1.96017,1.94724,268911,
28584,20210603,GBPNZD,1.974105,1.957745,1.978145,1.95678,288560,
28585,20210604,GBPNZD,1.96334,1.974105,1.978575,1.961705,266801,
28586,20210607,GBPNZD,1.962485,1.96334,1.967955,1.95763,231832,
28587,20210608,GBPNZD,1.96633,1.962485,1.96821,1.95894,242331,
28588,20210609,GBPNZD,1.96634,1.96633,1.969975,1.961985,211640,
28589,20210610,GBPNZD,1.97051,1.96634,1.971195,1.95999,293061,
28590,20210611,GBPNZD,1.97943,1.97051,1.983285,1.96546,238792,
28592,20210614,GBPNZD,1.975785,1.977145,1.979765,1.9705,221990,
28593,20210615,GBPNZD,1.97758,1.975785,1.98177,1.96987,277654,
28594,20210616,GBPNZD,1.983855,1.97758,1.98678,1.972035,347690,
28595,20210617,GBPNZD,1.987395,1.983855,1.991685,1.970145,295494,
28596,20210618,GBPNZD,1.990265,1.987395,1.99624,1.984455,239200,
28598,20210621,GBPNZD,1.99404,1.992145,1.994855,1.981325,393517,
28599,20210622,GBPNZD,1.985685,1.99404,1.99617,1.983215,319839,
28600,20210623,GBPNZD,1.980805,1.985685,1.9911,1.97921,308951,
28601,20210624,GBPNZD,1.971565,1.980805,1.984415,1.96675,336434,
28602,20210625,GBPNZD,1.963985,1.971565,1.972895,1.96029,286414,
28603,20210628,GBPNZD,1.972255,1.963985,1.976535,1.961435,294547,
28604,20210629,GBPNZD,1.979025,1.972255,1.981895,1.96711,271009,
28605,20210630,GBPNZD,1.978985,1.979025,1.9856,1.9748,312472,
28606,20210701,GBPNZD,1.974855,1.978985,1.98251,1.969965,308602,
28607,20210702,GBPNZD,1.9664,1.974855,1.979435,1.965275,315158,
28609,20210705,GBPNZD,1.970235,1.9681,1.9751,1.966025,220942,
28610,20210706,GBPNZD,1.968465,1.970235,1.975265,1.952855,361285,
28611,20210707,GBPNZD,1.966065,1.968465,1.9709,1.95961,358259,
28612,20210708,GBPNZD,1.982735,1.966065,1.986145,1.965295,453074,
28613,20210709,GBPNZD,1.9863,1.982735,1.98953,1.97923,368918,
28615,20210712,GBPNZD,1.988495,1.9865,1.993025,1.982715,266555,
28616,20210713,GBPNZD,1.9881,1.988495,1.995835,1.982,291189,
28617,20210714,GBPNZD,1.971135,1.9881,1.99021,1.96817,326391,
28618,20210715,GBPNZD,1.980475,1.971135,1.984225,1.967635,353788,
28619,20210716,GBPNZD,1.965395,1.980475,1.9816,1.962745,326011,
28621,20210719,GBPNZD,1.96932,1.96731,1.977915,1.964495,426191,
28622,20210720,GBPNZD,1.970015,1.96932,1.98094,1.967155,375366,
28623,20210721,GBPNZD,1.967635,1.970015,1.9728,1.963175,334099,
28624,20210722,GBPNZD,1.973895,1.967635,1.97924,1.965825,307786,
28625,20210723,GBPNZD,1.96969,1.973895,1.97601,1.96565,279267,
28627,20210726,GBPNZD,1.972745,1.972195,1.97833,1.969105,299956,
28628,20210727,GBPNZD,1.994645,1.972745,1.99791,1.972985,341545,
28629,20210728,GBPNZD,1.997845,1.994645,2.006995,1.991975,367756,
28630,20210729,GBPNZD,1.99115,1.997845,2.002445,1.989985,298097,
28631,20210730,GBPNZD,1.9945,1.99115,1.997015,1.989345,288769,
28633,20210802,GBPNZD,1.99233,1.994905,1.99745,1.98799,289169,
28634,20210803,GBPNZD,1.98336,1.99233,1.99428,1.980065,304079,
28635,20210804,GBPNZD,1.97086,1.98336,1.983935,1.967105,295225,
28636,20210805,GBPNZD,1.97388,1.97086,1.975505,1.967945,268086,
28637,20210806,GBPNZD,1.979135,1.97388,1.980035,1.971655,235572,
28638,20210809,GBPNZD,1.98016,1.979135,1.985445,1.974215,244012,
28639,20210810,GBPNZD,1.974145,1.98016,1.98633,1.97311,230909,
28640,20210811,GBPNZD,1.96908,1.974145,1.976565,1.964805,223234,
28641,20210812,GBPNZD,1.97194,1.96908,1.97716,1.967615,214864,
28642,20210813,GBPNZD,1.96955,1.97194,1.97404,1.96688,183486,
28643,20210816,GBPNZD,1.97297,1.96955,1.975245,1.966395,204840,
28644,20210817,GBPNZD,1.98543,1.97297,1.99679,1.968635,274360,
28645,20210818,GBPNZD,1.99844,1.98543,2.000955,1.979165,241579,
28646,20210819,GBPNZD,1.99713,1.99844,2.007545,1.993865,316680,
28647,20210820,GBPNZD,1.9941,1.99713,2.000905,1.991185,236421,
28649,20210823,GBPNZD,1.99073,1.997155,1.99835,1.98828,225912,
28650,20210824,GBPNZD,1.97446,1.99073,1.9941,1.97237,220974,
28651,20210825,GBPNZD,1.97364,1.97446,1.97951,1.97044,214709,
28652,20210826,GBPNZD,1.971885,1.97364,1.97754,1.96815,215843,
28653,20210827,GBPNZD,1.962095,1.971885,1.97803,1.960495,235827,
28654,20210830,GBPNZD,1.96571,1.962095,1.969425,1.96139,169247,
28655,20210831,GBPNZD,1.95221,1.96571,1.96792,1.94875,286654,
28656,20210901,GBPNZD,1.94762,1.95221,1.955735,1.946615,260791,
28657,20210902,GBPNZD,1.945085,1.94762,1.95177,1.941015,225842,
28658,20210903,GBPNZD,1.9369,1.945085,1.94767,1.934315,284366,
28660,20210906,GBPNZD,1.93862,1.936065,1.94178,1.93483,209210,
28661,20210907,GBPNZD,1.942005,1.93862,1.94502,1.934205,283036,
28662,20210908,GBPNZD,1.93957,1.942005,1.943255,1.9357,309593,
28663,20210909,GBPNZD,1.94566,1.93957,1.94747,1.93719,342611,
28664,20210910,GBPNZD,1.94484,1.94566,1.951255,1.93909,337288,
28665,20210913,GBPNZD,1.944055,1.94484,1.94833,1.940565,352638,
28666,20210914,GBPNZD,1.945235,1.944055,1.951105,1.94192,373785,
28667,20210915,GBPNZD,1.946365,1.945235,1.950585,1.94408,280521,
28668,20210916,GBPNZD,1.949535,1.946365,1.951995,1.940135,297011,
28669,20210917,GBPNZD,1.95085,1.949535,1.95674,1.94703,308723,
28670,20210919,GBPNZD,1.95442,1.95085,1.95461,1.95379,6,
28671,20210920,GBPNZD,1.942635,1.95442,1.955185,1.94068,284021,
28672,20210921,GBPNZD,1.949855,1.942635,1.950975,1.93983,351027,
28673,20210922,GBPNZD,1.94436,1.949855,1.952305,1.93936,365637,
28674,20210923,GBPNZD,1.941075,1.94436,1.951455,1.93682,339872,
28675,20210924,GBPNZD,1.94968,1.941075,1.953355,1.939205,294430,
28676,20210926,GBPNZD,1.95245,1.94968,1.95304,1.95214,11,
28677,20210927,GBPNZD,1.952775,1.95245,1.958165,1.94475,316274,
28678,20210928,GBPNZD,1.94547,1.952775,1.962625,1.942715,385735,
28679,20210929,GBPNZD,1.95506,1.94547,1.957025,1.94295,401521,
28680,20210930,GBPNZD,1.952855,1.95506,1.96146,1.949305,387560,
28681,20211001,GBPNZD,1.95255,1.952855,1.958065,1.94925,436791,
28682,20211004,GBPNZD,1.95326,1.95255,1.957045,1.94875,358434,
28683,20211005,GBPNZD,1.957385,1.95326,1.961405,1.95231,327803,
28684,20211006,GBPNZD,1.964575,1.957385,1.971345,1.95253,411501,
28685,20211007,GBPNZD,1.96527,1.964575,1.967495,1.95876,252348,
28686,20211008,GBPNZD,1.96485,1.96527,1.968845,1.959675,237895,
28688,20211011,GBPNZD,1.959785,1.968155,1.970775,1.95737,231981,
28689,20211012,GBPNZD,1.96025,1.959785,1.96272,1.953105,273875,
28690,20211013,GBPNZD,1.960885,1.96025,1.966045,1.95798,295166,
28691,20211014,GBPNZD,1.943475,1.960885,1.96248,1.942055,239611,
28692,20211015,GBPNZD,1.94335,1.943475,1.950175,1.93794,257154,
28694,20211018,GBPNZD,1.937585,1.947435,1.947485,1.93628,254802,
28695,20211019,GBPNZD,1.92802,1.937585,1.93927,1.924955,250433,
28696,20211020,GBPNZD,1.919815,1.92802,1.93103,1.917475,258200,
28697,20211021,GBPNZD,1.92744,1.919815,1.930295,1.915775,271495,
28698,20211022,GBPNZD,1.92401,1.92744,1.930915,1.917845,283007,
28699,20211025,GBPNZD,1.921335,1.92401,1.92848,1.91863,234216,
28700,20211026,GBPNZD,1.9216,1.921335,1.926585,1.91821,250480,
28701,20211027,GBPNZD,1.9165,1.9216,1.92526,1.912775,306145,
28702,20211028,GBPNZD,1.91539,1.9165,1.91935,1.912065,299290,
28703,20211029,GBPNZD,1.90958,1.91539,1.926115,1.90836,318982,
28704,20211101,GBPNZD,1.90177,1.90958,1.91233,1.899145,268548,
28705,20211102,GBPNZD,1.91427,1.90177,1.918275,1.899505,269685,
28706,20211103,GBPNZD,1.911585,1.91427,1.91715,1.906655,318057,
28707,20211104,GBPNZD,1.900415,1.911585,1.91453,1.895925,292164,
28708,20211105,GBPNZD,1.89605,1.900415,1.906255,1.893175,284226,
28709,20211108,GBPNZD,1.89245,1.89605,1.89913,1.88541,251848,
28710,20211109,GBPNZD,1.901725,1.89245,1.90518,1.891415,277412,
28711,20211110,GBPNZD,1.8993,1.901725,1.909155,1.896775,347032,
28712,20211111,GBPNZD,1.90463,1.8993,1.91042,1.896625,272486,
28713,20211112,GBPNZD,1.9037,1.90463,1.910365,1.90215,211824,
28714,20211114,GBPNZD,1.905925,1.9037,1.90659,1.90404,31,
28715,20211115,GBPNZD,1.90376,1.905925,1.908465,1.89727,208602,
28716,20211116,GBPNZD,1.920895,1.90376,1.921615,1.901755,276968,
28717,20211117,GBPNZD,1.9284,1.920895,1.929125,1.91556,273449,
28718,20211118,GBPNZD,1.91597,1.9284,1.929005,1.91286,275918,
28719,20211119,GBPNZD,1.921375,1.91597,1.923175,1.91387,296239,
28720,20211121,GBPNZD,1.91986,1.921375,1.920585,1.91914,22,
28721,20211122,GBPNZD,1.92594,1.91986,1.9271,1.914345,273585,
28722,20211123,GBPNZD,1.92509,1.92594,1.933475,1.922935,307737,
28723,20211124,GBPNZD,1.93905,1.92509,1.942865,1.92054,338252,
28724,20211125,GBPNZD,1.94213,1.93905,1.946895,1.935455,239846,
28725,20211126,GBPNZD,1.95728,1.94213,1.961405,1.941635,412545,
28727,20211129,GBPNZD,1.950755,1.95227,1.959395,1.94966,318125,
28728,20211130,GBPNZD,1.949675,1.950755,1.963515,1.94555,487411,
28729,20211201,GBPNZD,1.950205,1.949675,1.951895,1.939935,383479,
28730,20211202,GBPNZD,1.95139,1.950205,1.959435,1.946445,363868,
28731,20211203,GBPNZD,1.96092,1.95139,1.962865,1.949805,343166,
28733,20211206,GBPNZD,1.964195,1.957555,1.966875,1.95791,271289,
28734,20211207,GBPNZD,1.94999,1.964195,1.969255,1.94909,266233,
28735,20211208,GBPNZD,1.93897,1.94999,1.95476,1.93755,327776,
28736,20211209,GBPNZD,1.945215,1.93897,1.94784,1.93566,258278,
28737,20211210,GBPNZD,1.951475,1.945215,1.95302,1.943835,242883,
28739,20211213,GBPNZD,1.956765,1.944935,1.963495,1.947675,234995,
28740,20211214,GBPNZD,1.962145,1.956765,1.96345,1.953125,232992,
28741,20211215,GBPNZD,1.955445,1.962145,1.96971,1.95345,297617,
28742,20211216,GBPNZD,1.959325,1.955445,1.96175,1.946105,338368,
28743,20211217,GBPNZD,1.96495,1.959325,1.96927,1.958075,280170,
28745,20211220,GBPNZD,1.9674,1.96207,1.97053,1.960955,289407,
28746,20211221,GBPNZD,1.960035,1.9674,1.97,1.9577,217948,
28747,20211222,GBPNZD,1.960205,1.960035,1.965875,1.956965,216200,
28748,20211223,GBPNZD,1.96443,1.960205,1.973995,1.95587,154632,
28749,20211224,GBPNZD,1.963005,1.96443,1.970615,1.96094,414841,
28750,20211227,GBPNZD,1.972445,1.963005,1.97643,1.96444,103968,
28751,20211228,GBPNZD,1.97382,1.972445,1.97803,1.969595,137044,
28752,20211229,GBPNZD,1.975415,1.97382,1.97827,1.97146,168266,
28753,20211230,GBPNZD,1.97609,1.975415,1.97905,1.970535,132999,
28754,20211231,GBPNZD,1.976735,1.97609,1.98056,1.97131,149154,
28755,20220103,GBPNZD,1.98632,1.976735,1.988025,1.97297,176690,
28756,20220104,GBPNZD,1.987095,1.98632,1.993935,1.98119,197188,
28757,20220105,GBPNZD,1.995145,1.987095,1.9966,1.982035,194359,
28758,20220106,GBPNZD,2.004935,1.995145,2.00804,1.99347,205079,
28759,20220107,GBPNZD,2.00663,2.004935,2.00984,2.00342,198287,
28761,20220110,GBPNZD,2.00766,2.00489,2.012005,2.002185,189218,
28762,20220111,GBPNZD,2.009365,2.00766,2.01408,2.00529,220591,
28763,20220112,GBPNZD,1.99937,2.009365,2.01423,1.9986,213728,
28764,20220113,GBPNZD,1.99756,1.99937,2.00436,1.993995,190099,
28765,20220114,GBPNZD,2.00909,1.99756,2.01131,1.996505,255468,
28766,20220117,GBPNZD,2.008165,2.00909,2.013365,2.004575,157541,
28767,20220118,GBPNZD,2.008075,2.008165,2.01533,2.00347,252592,
28768,20220119,GBPNZD,2.006535,2.008075,2.010105,2.002035,205811,
28769,20220120,GBPNZD,2.01254,2.006535,2.016285,2.00459,248532,
28770,20220121,GBPNZD,2.018295,2.01254,2.02307,2.01114,301292,
28772,20220125,GBPNZD,2.019485,2.01321,2.023595,2.00975,301514,
28773,20220126,GBPNZD,2.02406,2.019485,2.02576,2.015775,319526,
28774,20220127,GBPNZD,2.033025,2.02406,2.036015,2.021035,752576,
28775,20220128,GBPNZD,2.04752,2.033025,2.050425,2.031115,299729,
28777,20220131,GBPNZD,2.044855,2.04626,2.04874,2.03669,250140,
28778,20220201,GBPNZD,2.037305,2.04496,2.048325,2.0348,233091,
28779,20220202,GBPNZD,2.04712,2.037605,2.04809,2.03416,231842,
28780,20220203,GBPNZD,2.041315,2.047055,2.05362,2.03636,332343,
28781,20220204,GBPNZD,2.04554,2.041065,2.053025,2.036315,320907,
28783,20220207,GBPNZD,2.04079,2.046595,2.049815,2.038215,214003,
28784,20220208,GBPNZD,2.036955,2.04094,2.044185,2.03402,194462,
28785,20220209,GBPNZD,2.02559,2.037075,2.04032,2.02216,199323,
28786,20220210,GBPNZD,2.03116,2.02551,2.03524,2.02311,315029,
28787,20220211,GBPNZD,2.04098,2.03126,2.042965,2.029925,410696,
28789,20220214,GBPNZD,2.04456,2.03992,2.049195,2.03889,325708,
28790,20220215,GBPNZD,2.03905,2.044695,2.048255,2.03733,275220,
28791,20220216,GBPNZD,2.034235,2.038765,2.04278,2.03185,262249,
28792,20220217,GBPNZD,2.03622,2.03479,2.0371,2.02637,289322,
28793,20220218,GBPNZD,2.02879,2.035665,2.03677,2.02477,253360,
28795,20220221,GBPNZD,2.030095,2.02982,2.03376,2.021575,276306,
28796,20220222,GBPNZD,2.017925,2.03023,2.033155,2.009255,366758,
28797,20220223,GBPNZD,2.000045,2.018075,2.019385,1.996265,279145,
28798,20220224,GBPNZD,1.99851,2.000095,2.012835,1.99559,647494,
28799,20220225,GBPNZD,1.98801,1.999105,2.00343,1.984425,396700,
28801,20220228,GBPNZD,1.980875,1.995695,2.000495,1.979475,406123,
28802,20220301,GBPNZD,1.972575,1.98089,1.986575,1.96824,324138,
28803,20220302,GBPNZD,1.975115,1.972485,1.97587,1.96217,383050,
28804,20220303,GBPNZD,1.962925,1.97466,1.979165,1.960705,290181,
28805,20220304,GBPNZD,1.928925,1.96289,1.968395,1.924795,394430,
28807,20220307,GBPNZD,1.92017,1.92968,1.933875,1.904705,517382,
28808,20220308,GBPNZD,1.92514,1.91998,1.927805,1.914475,481198,
28809,20220309,GBPNZD,1.92732,1.92535,1.929245,1.919515,334945,
28810,20220310,GBPNZD,1.906315,1.927425,1.93165,1.904665,315139,
28811,20220311,GBPNZD,1.9157,1.906315,1.917635,1.905085,301015,
28813,20220314,GBPNZD,1.92741,1.914905,1.928765,1.91364,291539,
28814,20220315,GBPNZD,1.92624,1.927425,1.936805,1.923415,313335,
28815,20220316,GBPNZD,1.9227,1.926395,1.93433,1.91886,273108,
28816,20220317,GBPNZD,1.91055,1.9229,1.927255,1.90924,185923,
28817,20220318,GBPNZD,1.90835,1.910525,1.91246,1.905465,245392,
28818,20220321,GBPNZD,1.91197,1.90872,1.91644,1.902235,252302,
28819,20220322,GBPNZD,1.904095,1.912335,1.91536,1.90126,258356,
28820,20220323,GBPNZD,1.89341,1.904895,1.91143,1.8897,288511,
28821,20220324,GBPNZD,1.89345,1.893535,1.90007,1.89149,278380,
28822,20220325,GBPNZD,1.894,1.893585,1.899325,1.889035,304650,
28824,20220328,GBPNZD,1.89908,1.89693,1.900315,1.89152,273410,
28825,20220329,GBPNZD,1.88777,1.898225,1.910775,1.885235,322911,
28826,20220330,GBPNZD,1.88228,1.887355,1.889975,1.88045,367417,
28827,20220331,GBPNZD,1.89452,1.88229,1.896345,1.882015,308234,
28828,20220401,GBPNZD,1.8942,1.893725,1.899765,1.888435,325879,
28829,20220404,GBPNZD,1.887195,1.893635,1.8976,1.88237,200148,
28830,20220405,GBPNZD,1.88235,1.88728,1.88926,1.87124,221905,
28831,20220406,GBPNZD,1.8894,1.882515,1.892795,1.876105,298258,
28832,20220407,GBPNZD,1.897675,1.889445,1.89894,1.886895,256357,
28833,20220408,GBPNZD,1.90435,1.89769,1.90572,1.89502,251578,
28834,20220411,GBPNZD,1.90891,1.902925,1.91018,1.90136,192458,
28835,20220412,GBPNZD,1.897245,1.90889,1.91163,1.891965,273083,
28836,20220413,GBPNZD,1.93037,1.897225,1.932655,1.885155,259396,
28837,20220414,GBPNZD,1.92688,1.92991,1.93165,1.91883,283018,
28838,20220415,GBPNZD,1.931315,1.92655,1.932755,1.923975,422798,
28839,20220418,GBPNZD,1.933235,1.92777,1.937275,1.92685,168500,
28840,20220419,GBPNZD,1.930535,1.933765,1.93522,1.925245,212556,
28841,20220420,GBPNZD,1.91925,1.9305,1.93277,1.91494,216387,
28842,20220421,GBPNZD,1.934405,1.9181,1.93747,1.917475,259648,
28843,20220422,GBPNZD,1.93495,1.934875,1.94725,1.92677,288552,
28845,20220425,GBPNZD,1.92557,1.936605,1.94356,1.92336,385400,
28846,20220426,GBPNZD,1.91602,1.92529,1.927025,1.912245,325414,
